YEAR,DOY,Hour,"Scalar B, nT","Vector b Magnitude, nT","BX, nT","BY, nT","BZ, nT",SW Proton Density N/cm3,Flow Pressure,E electric field,Dst-index nT
2023,212,8,5.3,5.1,-0.9,5,0.4,2.3,0.64,0.58,-15
2023,212,9,5.3,5.2,-1.1,5,-0.6,2.2,0.59,0.99,-13
2023,212,10,5.6,5.4,0.6,5.1,-1.7,2,0.56,1.44,-14
2023,212,11,5.7,5.6,1.7,3.9,-3.6,1.9,0.56,1.97,-17
2023,212,12,5.5,5.3,-0.7,5.1,-1.4,2.1,0.57,1.31,-22
2023,212,13,5.1,4.7,0.8,4.6,-1,2.1,0.61,1.08,-20
2023,212,14,5.4,5.4,0.7,4.7,-2.5,2,0.54,1.56,-15
2023,212,15,5.1,4.4,0.4,3.5,-2.5,1.9,0.51,1.35,-16
2023,212,16,4.4,4,-3.6,0.5,1.8,2.4,0.57,-0.57,-20
2023,212,17,4.5,4.3,-4,1.6,0.3,2.1,0.48,0.03,-18
2023,212,18,4.1,3.6,-3.4,1.3,0.1,1.8,0.41,0.03,-14
2023,212,19,4.4,4.2,-2.4,3.3,-0.7,2.2,0.53,0.43,-15
2023,212,20,4.6,4.5,0.1,4,-2.1,2.4,0.66,1,-23
2023,212,21,4.6,3.9,-0.3,3.6,-1.7,2.3,0.63,0.81,-30
2023,212,22,4.5,4.4,-1.6,3.8,-1.5,2.4,0.6,0.7,-29
2023,212,23,5,4.8,1.1,3.9,-2.5,2.8,0.74,1.11,-24
2023,213,0,5.2,5,0.9,3.9,-3,2.9,0.73,1.26,-12
2023,213,1,5.3,5.2,-0.5,4.8,-1.8,2.9,0.71,0.87,-11
2023,213,2,5.3,5,0,5,-0.5,2.9,0.71,0.48,-9
2023,213,3,3.6,2.3,-0.6,1.2,1.9,4.7,1.14,-0.59,-5
2023,213,4,2.2,1.8,0.6,-0.1,1.7,5.8,1.39,-0.63,-2
2023,213,5,3.8,3.5,-1.9,-0.5,2.9,3.9,0.9,-1.04,-4
2023,213,6,4.2,4,-3.4,-0.4,2.1,4.1,0.97,-0.76,-4
2023,213,7,3.4,3.2,-2.9,-0.9,1,5.7,1.41,-0.49,1
2023,213,8,2.8,2.7,-2.2,-1.2,0.9,7.8,1.99,-0.49,6
2023,213,9,3.9,3.7,-2.8,-2.4,0.8,9.2,2.3,-0.64,9
2023,213,10,4.1,3.9,-3.2,-2.2,-0.1,8.7,2.23,-0.3,10
2023,213,11,5.6,4.9,-4.2,-1.4,1.9,12.8,3.55,-0.89,17
2023,213,12,10.8,9.5,-8.3,3.5,3,12.7,3.53,-0.5,16
2023,213,13,10.6,9.4,-8.7,-1.8,-3.3,12.4,3.12,0.85,20
2023,213,14,5.9,5.8,-3.5,-2.5,-3.9,23.1,6.25,1.06,24
2023,213,15,6,5.8,-4.5,-1.5,-3.3,26.7,7.04,1,22
2023,213,16,5.2,5,-3.3,3.4,-1.7,23.8,6.44,1.02,20
2023,213,17,9.4,6.6,2.8,-3.9,-4.5,14.7,4,1.33,15
2023,213,18,11.9,11.6,7.3,-8.9,-1.5,5.9,1.64,-0.12,9
2023,213,19,9.9,9.5,5.9,-7.4,0.1,9.4,2.45,-0.5,14
2023,213,20,9.4,9.2,5.8,-7.1,0.1,12.3,3.19,-0.38,13
2023,213,21,9.1,9.1,6,-6.7,-1.3,12.4,3.18,0.23,11
2023,213,22,8.9,8.7,5.6,-6.6,-0.9,12.1,3.14,0.07,6
2023,213,23,8.7,8.3,5.8,-5.4,2.6,11.1,2.97,-1.17,5
2023,214,0,8.1,7.4,5,-4.9,2.3,10.2,2.66,-1.09,10
2023,214,1,8.5,8.2,4.1,-6.8,2,10.5,2.77,-1.12,15
2023,214,2,10.3,9.9,3.5,-9,1.9,11.2,3.18,-1.35,21
2023,214,3,11,10.9,2.4,-10,3.4,10.7,2.98,-2.15,22
2023,214,4,10.2,9.8,1.8,-8.8,4.1,12.4,3.76,-2.48,22
2023,214,5,11.4,11.2,4,-10.2,-2.4,7,1.89,-0.28,12
2023,214,6,11.4,11.3,4.8,-8.3,-6,6.1,1.6,1.14,4
2023,214,7,11.2,11.2,5,-6.5,-7.6,6.2,1.62,1.84,-3
2023,214,8,11,10.9,5.2,-5,-8.2,5,1.29,2.16,-9
2023,214,9,10.8,10.7,5.1,-3.6,-8.7,4.9,1.3,2.5,-17
2023,214,10,10.4,10.1,6.1,-4.8,-6.4,7.8,2.25,1.5,-26
2023,214,11,10.3,10.1,4.8,-2,-8.7,7.5,2.22,2.77,-27
2023,214,12,9.6,9.6,4.5,-0.1,-8.5,9.7,2.79,3.01,-32
2023,214,13,9.7,9.6,3.3,1,-8.9,10.9,3.06,3.35,-39
2023,214,14,9,8.2,-0.4,5,-6.5,12,3.11,3,-45
2023,214,15,8,7.7,-2.6,5.3,-4.8,14.5,3.61,2.35,-44
2023,214,16,6,5.2,-2,4.1,-2.4,15.9,4.11,1.33,-39
2023,214,17,4.6,4.3,-2.1,3.7,-0.6,15.3,3.87,0.57,-34
2023,214,18,4.2,4.1,-1,4,-0.5,14,3.62,0.49,-28
2023,214,19,3.9,3.8,-0.5,3.4,-1.6,12.7,3.3,0.8,-29
2023,214,20,3.7,3.4,1.7,2.4,-1.7,12.8,3.31,0.76,-31
2023,214,21,3.8,3.6,2.8,2.1,-1,12.5,3.18,0.45,-32
2023,214,22,4.2,3.8,3.4,1.8,-0.2,12.5,2.99,0.14,-30
2023,214,23,4.9,4.7,3.3,3.3,0.9,13.2,3.16,-0.18,-24
2023,215,0,5.8,5.5,2.1,4.8,1.7,13.3,3.08,-0.39,-20
2023,215,1,4.9,2.9,-1.5,1.9,1.6,12.2,2.67,-0.45,-19
2023,215,2,5.4,5.3,0.9,-3.5,-3.9,8.3,1.79,1.11,-15
2023,215,3,4.2,1.5,-0.2,-0.8,-1.3,11.1,2.46,0.38,-8
2023,215,4,3.9,3.2,-0.3,3.2,0.1,12.3,2.78,0.24,-6
2023,215,5,3.7,3.4,-2.7,1.9,1,13,3.03,-0.14,-4
2023,215,6,3.8,3.4,-3.1,0,1.4,13.6,3.25,-0.45,-4
2023,215,7,4.4,3.7,-3,-1.9,-1.1,11.1,2.52,0.1,-5
2023,215,8,5.8,5.8,-2.3,-4.3,-3,7.9,1.77,0.35,-7
2023,215,9,5.3,4.8,-2.5,-3.2,-2.6,8.9,2.18,0.36,-8
2023,215,10,6.6,6.3,-2.2,-4.1,-4.3,5.5,1.36,0.77,-12
2023,215,11,7.1,7.1,-0.9,-3.5,-6.1,5.4,1.33,1.48,-10
2023,215,12,6.9,6.8,-6.1,-2.9,-1.1,4.7,1.07,-0.07,-13
2023,215,13,6.8,6.7,-6.1,-2.5,-1.2,5.1,1.12,0.03,-13
2023,215,14,6.8,6.8,-6.1,-2.5,-1.8,4.1,0.92,0.24,-14
2023,215,15,8.3,7.4,-7.1,-2.3,0.5,6.1,1.52,-0.44,-10
2023,215,16,9.3,9.2,-7.8,-0.8,4.9,6.7,1.58,-1.79,-7
2023,215,17,9.1,9.1,-8.3,-1,3.5,6.3,1.41,-1.27,0
2023,215,18,9.1,9.1,-7.5,-0.6,5.1,6.6,1.65,-1.82,3
2023,215,19,9.2,8.9,-8.5,0.6,2.5,5.3,1.26,-0.83,1
2023,215,20,9.4,9.3,-8.9,-1.4,2,4.7,1.12,-0.75,-2
2023,215,21,9.5,9.5,-9.3,-1.2,1.4,4.9,1.14,-0.5,-3
2023,215,22,9.7,9.7,-9.6,0.7,1.3,4.6,1.07,-0.39,-6
2023,215,23,9.6,9.5,-9.2,2.3,1.3,4.5,1.03,-0.33,-6
2023,216,0,9.3,9.3,-8.8,2.8,1,4.4,0.98,-0.19,-5
2023,216,1,9.1,9.1,-8.5,3.2,0.9,4,0.89,-0.13,-7
2023,216,2,9.1,9,-7.4,4.9,1.3,4.3,0.95,-0.13,-4
2023,216,3,9.3,9.1,-6.6,6.3,0.6,4.1,0.97,0.27,-1
2023,216,4,9.5,9.4,-8.2,3.8,2.5,4.7,0.96,-0.45,0
2023,216,5,9.6,9.5,-7.9,3.7,3.7,4.4,0.88,-0.77,0
2023,216,6,9.6,9.5,-8.7,1.1,3.6,4.9,0.95,-0.94,-3
2023,216,7,10.1,10,-8.8,2.2,4.1,4.2,0.83,-0.94,1
2023,216,8,14.2,13.7,-8.2,2.4,10.8,4.8,1.31,-3.28,8
2023,216,9,15.4,14.3,-10.2,4.8,8.8,4.9,1.32,-2.18,5
2023,216,10,14.5,14.3,-9.2,10.4,3.3,4.4,1.28,0.55,4
2023,216,11,14.8,14.7,-8.7,11.8,0.6,2.8,0.82,1.73,2
2023,216,12,13.8,13.3,-9.8,8.5,3.1,3.2,0.87,0.29,2
2023,216,13,12.7,11.7,-9.2,5.2,5,5.4,1.82,-0.92,15
2023,216,14,12.3,10.2,-8,5.2,3.6,9.1,3.26,-0.54,22
2023,216,15,12,10.8,-8.1,6.7,-2.3,10,3.44,1.72,22
2023,216,16,13.9,13.6,-11,7.3,3.2,10.2,3.55,-0.34,21
2023,216,17,15.1,14.7,-13.6,3.8,-4.1,11.1,3.75,1.82,19
2023,216,18,13.4,12.5,-9.3,3.8,-7.5,12.8,4.13,3.09,-2
2023,216,19,12.3,11.9,-8.8,5.1,-6,12.7,3.94,2.52,-3
2023,216,20,10.8,10,-6.4,4.3,-6.4,12.8,4.03,2.64,-6
2023,216,21,8.5,8.1,-3,5.3,-5.3,14.1,4.34,2.26,-17
2023,216,22,9.6,8.3,-3.8,3.5,-6.5,12.9,3.7,2.55,-22
2023,216,23,11.6,10.6,-1.2,5.3,-9.1,13.1,3.66,3.66,-11
2023,217,0,12.2,11.6,-0.1,6.8,-9.4,12.3,3.61,3.98,-33
2023,217,1,13.1,8.2,-2.8,7.4,-2.2,12.9,3.58,1.25,-53
2023,217,2,12.1,9.7,-4.9,5.6,-6.2,13.7,3.73,2.63,-39
2023,217,3,21.1,17.6,-0.8,13.7,-11.1,20.1,7.14,5.89,-33
2023,217,4,20.6,20.2,1.5,18.6,-7.6,18,6.37,5.27,-70
2023,217,5,19.8,19.5,-1.8,16.2,-10.7,13.9,4.49,6.1,-89
2023,217,6,18.9,16.8,-6.7,15.4,0,7.4,2.17,1.88,-93
2023,217,7,15.3,14.3,-7.5,2.7,11.8,12.7,3.32,-3.6,-79
2023,217,8,11.7,8,-1,6.5,4.5,15.1,4.5,-0.6,-63
2023,217,9,11.4,10,0.1,10,0.3,14.2,4.07,1.54,-63
2023,217,10,10,9.3,0.4,4.5,-8.1,13.6,3.74,3.58,-66
2023,217,11,7.9,5,1,4.3,2.2,7.4,2.02,-0.04,-78
2023,217,12,6.6,3.9,2.4,2.7,1.5,3.6,0.97,-0.08,-75
2023,217,13,6.4,6.2,0.4,-2.8,5.5,1.5,0.36,-2.21,-71
2023,217,14,5.6,5.6,-1.1,-2.4,4.9,2,0.48,-1.93,-65
2023,217,15,5.7,5.6,0.7,-1.1,5.4,0.7,0.16,-1.88,-67
2023,217,16,5.2,5,0.3,-1.1,4.9,0.5,0.12,-1.74,-69
2023,217,17,4.1,3.9,-0.3,-1.1,3.7,0.5,0.13,-1.38,-63
2023,217,18,4.4,3.3,-1.3,-0.3,3.1,0.8,0.24,-1.13,-58
2023,217,19,5.2,5.1,-2.7,4.3,0.4,1.2,0.28,0.13,-52
2023,217,20,5.7,5.6,-4.1,1.9,3.2,2,0.43,-0.93,-48
2023,217,21,6.5,6.5,-4.2,2,4.5,1.5,0.35,-1.36,-45
2023,217,22,7.3,7.2,-4.8,3.9,3.6,1.3,0.33,-1.07,-40
2023,217,23,7.2,7.1,-4.2,3.2,4.8,1.6,0.38,-1.54,-39
2023,218,0,7.1,7,-3.8,0.9,5.8,2.1,0.53,-2.05,-37
2023,218,1,7.2,7.2,-4.5,0.2,5.6,2.3,0.58,-2.01,-37
2023,218,2,7.6,7.6,-5.1,-0.2,5.6,2.2,0.53,-1.97,-38
2023,218,3,7.6,7.6,-5.3,-0.8,5.3,2.2,0.51,-1.86,-37
2023,218,4,7.5,7.5,-5.6,-2.1,4.6,2.2,0.48,-1.71,-36
2023,218,5,7.4,7.4,-5.6,-2.6,4.1,2.3,0.5,-1.61,-35
2023,218,6,7.3,7.3,-5.6,-3,3.6,2.3,0.5,-1.5,-33
2023,218,7,7.2,7.2,-6.4,-2.5,2.2,2.2,0.48,-1.02,-33
2023,218,8,6.9,6.9,-6.3,-1.5,2.3,1.9,0.42,-0.91,-32
2023,218,9,7.1,7.1,-6.2,-2,2.9,1.6,0.37,-1.18,-32
2023,218,10,7.1,7,-6.1,-1.5,3.2,1.4,0.3,-1.16,-32
2023,218,11,7,7,-6.4,-1.9,2.1,1.9,0.35,-0.83,-30
2023,218,12,7.2,7,-6.1,-0.7,3.4,1.9,0.38,-1.07,-26
2023,218,13,7,7,-5.9,0.3,3.7,1.6,0.37,-1.06,-24
2023,218,14,5.4,4.7,-4,-1.4,1.9,1.6,0.52,-0.88,-23
2023,218,15,5.7,4.8,-3.2,2.2,2.9,1.3,0.42,-0.7,-22
2023,218,16,6,5.9,-1.8,4.8,2.9,1.2,0.34,-0.46,-22
2023,218,17,5.7,5.2,-1,4.8,1.8,1.8,0.49,-0.17,-17
2023,218,18,6.4,6.3,-1.1,6.1,1.2,1.9,0.51,0.07,-16
2023,218,19,7,6.9,-0.8,6.9,-0.2,2.2,0.59,0.53,-14
2023,218,20,7.2,6.5,-1,6.4,0.5,2,0.49,0.17,-14
2023,218,21,6.4,6.1,-3.5,4.7,1.8,1.6,0.37,-0.37,-15
2023,218,22,5.8,5.5,-4.3,3.5,0.2,1.5,0.36,0.06,-16
2023,218,23,5.7,5.7,-5.6,0.5,-0.4,2.3,0.5,0.15,-15
2023,219,0,6,5.9,-5.8,-1,-0.5,2.1,0.47,0.12,-14
2023,219,1,7.9,6.5,-3.3,3.6,-4.4,2.2,0.68,1.72,-12
2023,219,2,9.9,9.5,-6.7,1.2,-6.7,2,0.73,2.79,-23
2023,219,3,9.7,9.5,-8.4,-2.8,-3.5,2,0.65,1.08,-34
2023,219,4,9.2,8.9,-8.5,-2.2,-1.6,2,0.66,0.33,-40
2023,219,5,8.9,8.7,-8.4,-1.6,1,1.6,0.54,-0.54,-39
2023,219,6,8.3,8.1,-7.1,2.2,3.2,1.5,0.5,-0.8,-38
2023,219,7,7.8,7.5,-5.3,2.1,4.9,1.4,0.47,-1.41,-36
2023,219,8,7.3,6.9,-5.4,0.7,4.3,1.6,0.49,-1.25,-33
2023,219,9,7.2,7.1,-3.3,2.6,5.7,2,0.51,-1.43,-31
2023,219,10,7.1,6.9,-2.5,3.8,5.2,1.6,0.56,-1.1,-28
2023,219,11,7.6,7.2,-5,4.5,2.4,1.4,0.36,-0.03,-22
2023,219,12,10.9,10.6,-2.5,10.2,1.2,2.5,0.9,1.41,-14
2023,219,13,9.1,6.2,0.4,5.9,2,2.4,0.9,0.29,-10
2023,219,14,9.2,8.2,-0.4,0.5,8.2,2.2,0.96,-3.46,-10
2023,219,15,9.1,6.9,-5.9,-3.6,0.4,1.6,0.49,-0.63,-13
2023,219,16,7.8,7.2,-6.5,-3.1,-1,1,0.3,0,-13
2023,219,17,7.7,6.5,-4.3,2.1,4.3,1.7,0.8,-1.53,-12
2023,219,18,7.8,3.4,-2.2,-0.5,-2.5,1.5,0.64,1.06,-10
2023,219,19,8.4,7.8,-2.5,-3.9,-6.2,1.5,0.9,2.79,-15
2023,219,20,8.9,8.5,-3.4,-3.7,-6.9,1.5,0.73,3.06,-22
2023,219,21,8.7,5.9,-0.3,-3.2,-4.9,0.8,0.54,2.54,-24
2023,219,22,8.3,8.2,6,-1.2,-5.5,0.8,0.58,3.29,-21
2023,219,23,7.6,7.5,5.1,-0.7,-5.4,0.8,0.58,3.28,-20
2023,220,0,6.7,5.9,3.8,-0.3,-4.4,1.1,0.7,2.51,-28
2023,220,1,5.3,4.2,2.1,0.1,-3.6,1.3,0.76,1.98,-31
2023,220,2,5.8,5.5,-3.3,4.2,1.3,1.1,0.48,-0.19,-31
2023,220,3,5.7,5.6,-4.8,2.7,0.9,1.3,0.5,-0.09,-31
2023,220,4,5.7,5.6,-5.1,2,1.3,1.3,0.52,-0.3,-30
2023,220,5,6.1,5.6,-5.1,2.1,0.9,1.1,0.45,-0.09,-29
2023,220,6,6.1,6,-6,0.3,-0.5,1.4,0.52,0.26,-30
2023,220,7,5.9,5.7,-5.6,1.1,0,1.5,0.59,0.18,-29
2023,220,8,5.5,5.2,-5.1,-1,0.3,1.4,0.55,-0.32,-26
2023,220,9,5.4,4.4,-1.2,-3.8,-1.9,1.3,0.53,0,-23
2023,220,10,4.7,2.8,2.2,0.2,-1.6,2.1,0.9,0.71,-20
2023,220,11,4,3.9,3.2,2.2,-0.4,2.7,1.24,0.64,-20
2023,220,12,4.6,4.4,3.5,2.6,-0.1,2.5,1.08,0.58,-21
2023,220,13,5.4,5.4,4.8,2.3,0,1.4,0.58,0.49,-18
2023,220,14,5.4,5.3,4.9,1.8,-0.8,1.2,0.48,0.67,-16
2023,220,15,6.6,6.4,6.1,1.8,-0.3,1.8,0.75,0.44,-13
2023,220,16,6.5,6.2,6,1.6,-0.8,2.3,0.98,0.64,-12
2023,220,17,7,6.6,4.6,4.7,-0.4,2.8,1.19,0.83,-9
2023,220,18,7.1,6.4,3.6,5.2,0.7,2,0.86,0.24,-9
2023,220,19,6.6,6.3,-2.5,5.6,1.7,3.3,1.31,-0.28,-6
2023,220,20,6.4,6,-0.9,5,3.3,2.6,1.08,-1.15,-2
2023,220,21,6.6,6.5,0.1,5.7,3.1,3,1.14,-1.02,-2
2023,220,22,6.6,6.4,-1.9,5.5,2.8,3.3,1.12,-0.88,-5
2023,220,23,6.2,4.5,1.5,4.2,0.2,2.7,0.97,0.18,-7
2023,221,0,6.3,6.2,1.1,6.1,0.5,3.4,1.28,0.18,-10
2023,221,1,6.5,6.3,-0.8,5.9,1.9,3.4,1.2,-0.35,-14
2023,221,2,6.2,5.8,-1,5.1,2.5,3.7,1.16,-0.58,-12
2023,221,3,6,5.9,3,5,0.8,6,1.88,0.17,-4
2023,221,4,6.2,6,4.5,3.9,0.8,6.2,1.97,0.12,-2
2023,221,5,5.8,5.6,5,2.4,0,5.6,1.81,0.33,-5
2023,221,6,6.2,6.2,6,1.4,0.2,5,1.59,0.12,-9
2023,221,7,6.3,6.1,6.1,-0.1,-0.6,4.7,1.44,0.2,-9
2023,221,8,5.3,5.1,4.8,-0.9,-1.5,8.7,2.43,0.39,-14
2023,221,9,6.3,5.8,5.2,2.5,0.3,6.4,1.93,0.33,-8
2023,221,10,6.8,6.3,3.7,4.8,2,6.4,2.01,0.17,-6
2023,221,11,6.2,6.1,4,3.8,2.5,7.1,2.17,-0.21,-3
2023,221,12,6.6,6.4,5.1,3.8,-0.5,5.7,1.67,0.85,-2
2023,221,13,6.5,6.4,3.7,5.1,-1.2,5.4,1.56,1.31,-1
2023,221,14,6.9,6.8,3.9,5.5,-0.3,6.3,1.77,0.98,-3
2023,221,15,6.1,5.9,4.7,3.6,0.2,8.8,2.6,0.44,-2
2023,221,16,5.9,5.8,5.1,1.8,-2,11.7,3.72,1.01,2
2023,221,17,4.9,3.8,3.3,1.4,-1.4,13.8,4.15,0.67,4
2023,221,18,5.6,4.9,3.7,3.2,0.8,12.3,3.77,0,4
2023,221,19,6,5.6,4.3,3.7,-0.4,11.1,3.55,0.44,-1
2023,221,20,6.5,6.5,5.1,4,-1,9.6,2.96,0.67,-1
2023,221,21,6.4,6.4,5,3.8,-1.2,9.7,2.85,0.66,-1
2023,221,22,6.2,6,5.2,2.5,-1.7,8.1,2.43,0.77,-5
2023,221,23,5.8,5.8,4.9,1.3,-2.8,8,2.33,1.16,-4
2023,222,0,5.7,5.7,4.7,0.9,-3,6.5,1.92,1.19,-3
2023,222,1,5.3,5.3,4.3,0.2,-3.1,4.1,1.1,1.17,-9
2023,222,2,5.1,5,3.8,0,-3.2,3.2,0.84,1.16,-11
2023,222,3,4.7,4.4,3.9,0,-2.2,3.2,0.8,0.77,-9
2023,222,4,4,3.3,2,-1.8,-2,5,1.41,0.53,-11
2023,222,5,3.5,2.8,0.8,-0.6,-2.7,5.7,1.68,0.91,-11
2023,222,6,3,2.6,0.6,-0.8,-2.4,6.8,1.94,0.71,-8
2023,222,7,3.1,2.8,0.6,-0.1,-2.7,6.1,1.68,0.9,-9
2023,222,8,3.1,2.7,1.2,-0.7,-2.4,4.8,1.24,0.7,-14
2023,222,9,3.9,3.8,1.9,0.1,-3.3,3.2,0.78,1.09,-14
2023,222,10,4.5,4.5,1.9,-0.9,-4,2.7,0.68,1.14,-16
2023,222,11,4.3,4.2,0.7,-1.4,-3.9,3.5,0.88,1.03,-17
2023,222,12,4.6,4.4,-0.9,-2.7,-3.4,3.9,0.97,0.66,-13
2023,222,13,4.5,3.7,0.2,-2.1,-3.1,5,1.28,0.7,-7
2023,222,14,5.2,4.9,1.6,-1.2,-4.5,6.3,1.85,1.39,-2
2023,222,15,5,4.9,1.5,-1,-4.5,8,2.51,1.46,-1
2023,222,16,6.2,3.5,2.8,-1.8,-0.8,8.4,2.58,0.08,2
2023,222,17,9,8.5,3.4,-7.7,0.4,7.1,2.07,-0.98,-1
2023,222,18,9,8,2.2,-7.4,2,5.2,1.55,-1.47,-1
2023,222,19,8.3,8.2,-3.2,-5.3,5.3,3,0.93,-2.55,-5
2023,222,20,8,7.3,-1.7,-5.4,4.6,2.9,1.01,-2.4,-3
2023,222,21,6.8,6.5,5.7,-3.1,-0.4,2.6,1,-0.04,-5
2023,222,22,6.4,3.4,0.7,-2.7,1.9,3.4,1.61,-1.15,-1
2023,222,23,6.3,5.9,-0.6,-3.8,4.5,3.5,1.78,-2.54,0
2023,223,0,6.4,5.4,0.1,-5.3,1.3,3.4,1.57,-1.03,0
2023,223,1,6.1,5.6,1.2,-5.1,1.8,3.1,1.39,-1.3,-3
2023,223,2,6.3,6,2.8,-4.7,2.3,2.6,1.05,-1.51,-2
2023,223,3,5.8,5.6,1.4,-5.2,1.2,3.7,1.49,-1.16,2
2023,223,4,5.9,5.5,1.1,-5.3,0.5,5.2,1.86,-0.88,5
2023,223,5,6,5.3,1.6,-5,0.7,5.1,1.78,-1,5
2023,223,6,6,5.8,0.4,-5.7,1,5.8,2.05,-1.31,7
2023,223,7,5.6,4.9,2.4,-4.2,-0.1,3.5,1.18,-0.68,1
2023,223,8,4.8,3.1,2.5,-1.8,-0.1,3.6,1.42,-0.31,-2
2023,223,9,4.3,2.7,0.2,-2.4,1.2,4,1.72,-1,-3
2023,223,10,4.8,2.9,-1.9,-0.4,2.2,4.4,1.86,-0.99,1
2023,223,11,5.4,4.4,-1.2,-3.7,2.1,4.7,1.91,-1.66,2
2023,223,12,6.9,6.7,2.3,-6.3,0.8,4.4,1.74,-1.66,3
2023,223,13,6.5,6.1,2.9,-5.4,0.8,4.5,1.78,-1.42,4
2023,223,14,6.6,6.2,3.3,-5.2,1,4.3,1.66,-1.35,4
2023,223,15,6.5,6,4.2,-4.3,-0.3,3.4,1.25,-0.57,6
2023,223,16,6.4,5,3.6,-3.1,1.3,3.9,1.48,-0.98,7
2023,223,17,7.7,6.7,2.1,-6.4,-0.4,4.1,1.61,-0.64,7
2023,223,18,6.6,5.8,1.5,-5.2,2.1,4,1.59,-1.51,7
2023,223,19,6.8,6,1,-5.8,1.1,3.7,1.53,-1.08,8
2023,223,20,6.7,6.2,0.5,-6.2,0.6,3.8,1.56,-0.79,7
2023,223,21,7.1,6.6,-0.1,-6.4,1.5,3.4,1.43,-1.19,8
2023,223,22,6.8,6.4,0.2,-5.9,2.6,3.7,1.5,-1.65,7
2023,223,23,7.1,6.7,4.5,-4.7,-1.5,2.9,1.02,0.35,5
2023,224,0,7.4,7.2,3.2,-6.4,0.5,2.7,0.97,-0.71,2
2023,224,1,6.7,5.5,2.9,-4.7,0,3.6,1.31,-0.4,2
2023,224,2,6.6,5.5,3.3,-4,-2,3.7,1.33,0.49,3
2023,224,3,6.6,5.9,1.1,-4.6,-3.5,3.7,1.37,1,1
2023,224,4,6.4,5.6,1.2,-5.5,0.4,3.6,1.31,-0.9,-1
2023,224,5,6.1,5.2,1,-5.1,0.6,3.4,1.23,-1.03,1
2023,224,6,5.6,4.6,4,-1.5,-1.6,3.2,1.08,0.38,2
2023,224,7,5.5,4.7,3.6,-2.7,1,2.8,1.04,-0.86,2
2023,224,8,5.3,4.7,2.1,-4.2,-0.3,3.1,1.07,-0.71,4
2023,224,9,5.1,4.3,1.8,-3.7,-1.1,3.1,1.14,-0.32,3
2023,224,10,5.1,4,1.7,-3.5,1,2.8,1.13,-1.12,1
2023,224,11,5.1,4.7,3.7,-2.7,1,2,0.67,-0.88,-2
2023,224,12,5.1,4.7,4.3,-1.8,-0.5,1.8,0.61,-0.16,-2
2023,224,13,5.1,4.1,3.6,-1.7,-0.4,2.4,0.85,-0.17,1
2023,224,14,5.3,4.3,3.3,-1,-2.6,2.6,0.87,0.85,2
2023,224,15,5.2,4.9,4.4,0,-2,2.1,0.7,0.78,3
2023,224,16,5.3,4.9,4.5,0.4,-1.9,2.2,0.68,0.77,0
2023,224,17,5.2,4.9,4.5,-1.8,-1.2,2.1,0.67,0.24,0
2023,224,18,5.2,4.8,4.4,1.2,-1.3,2.5,0.82,0.65,3
2023,224,19,5.1,4.7,3.9,0.3,-2.6,2.6,0.76,1.06,3
2023,224,20,5.1,3.4,1.9,-2.7,0.4,3,0.96,-0.38,-3
2023,224,21,5.3,4.1,2.7,-2.1,-2.3,2.9,0.9,0.79,-4
2023,224,22,5.4,4.8,2.1,-4.2,-1.2,2.9,0.9,0.21,-3
2023,224,23,5.5,4.5,2.4,-3.7,-1,2.9,0.9,0.17,-1
2023,225,0,5.6,5.2,4.4,-1,-2.6,2.5,0.71,0.94,-1
2023,225,1,5.4,5.1,2.6,-4.4,-0.3,2.9,0.86,-0.24,-1
2023,225,2,5.6,5.3,3.9,-2.5,-2.6,2.6,0.74,0.78,4
2023,225,3,5.2,4.4,3.5,-2.2,-1.4,2.6,0.74,0.31,6
2023,225,4,4.9,3.9,2.2,-2.6,-1.9,3.4,1.03,0.4,3
2023,225,5,5.1,4.7,3.4,-3.2,0.2,3,0.82,-0.5,-1
2023,225,6,4.8,4.1,2.6,-2.9,1.4,3.1,0.85,-0.92,-1
2023,225,7,4.5,4.1,2.8,-2.3,1.9,3.7,1.02,-1.03,3
2023,225,8,4.9,4.5,4.4,0.2,0.6,2.7,0.66,-0.18,3
2023,225,9,5,4.7,4.6,-0.8,-0.9,2.7,0.65,0.14,3
2023,225,10,4.6,4.2,3,-2.8,-0.8,2.8,0.72,-0.22,3
2023,225,11,4.5,3.5,0,-2.2,2.8,3,0.86,-1.38,3
2023,225,12,4.4,3.3,1.2,-2.9,1.2,3.1,0.84,-0.92,5
2023,225,13,4.2,3.5,1.9,-2.3,1.8,2.6,0.66,-0.96,5
2023,225,14,4.5,3.8,1,-3.6,0.5,2.9,0.77,-0.73,4
2023,225,15,4.4,3.8,1.2,-3.4,-1.2,2.9,0.74,-0.08,6
2023,225,16,4.2,3.5,1.5,-3.1,-0.4,2.7,0.68,-0.26,6
2023,225,17,4,3.8,2.4,-2.9,-0.5,2.4,0.57,-0.14,9
2023,225,18,3.9,3.7,1.7,-3.3,0.3,2.2,0.53,-0.4,10
2023,225,19,4,3.9,2.6,-2.9,0.9,1.8,0.41,-0.53,9
2023,225,20,4.1,3.6,1.8,-3.1,0.2,3.5,0.74,-0.28,10
2023,225,21,3.7,3.3,1.4,-2.4,1.8,4.5,0.97,-0.76,8
2023,225,22,4,3.9,1.6,-3.1,1.8,5.4,1.18,-0.79,8
2023,225,23,4,3.2,0.6,-2.9,-1.4,5.7,1.3,0.32,8
